TC ID,Module,Test Case Title,Priority,Precondition,Step No,Step Description,Expected Result,Test Data (Excel Column),Type
TC-6.2,Option 1 - Academics,Add Skill via Academics - Select 12th Only,P0 - Critical,Add Skill page open. Student has 12th record,3,Click 'Add' button,'Added Successfully' label displayed,N/A,Positive
TC-6.3,Option 1 - Academics,Add Skill via Academics - Select Both 10th and 12th,P0 - Critical,Add Skill page open. Student has both records,1,Click on 'Academics' category (Option 1),Academics section expands. Two checkboxes: '10th' and '12th',Skill-Category = Academics,Positive
TC-6.3,Option 1 - Academics,Add Skill via Academics - Select Both 10th and 12th,P0 - Critical,Add Skill page open. Student has both records,2,Select both '10th' and '12th' checkboxes,Both checkboxes checked. Skills from both records picked,Skill-Academics = Both,Positive
TC-6.3,Option 1 - Academics,Add Skill via Academics - Select Both 10th and 12th,P0 - Critical,Add Skill page open. Student has both records,3,Click 'Add' button,'Added Successfully' label displayed,N/A,Positive
TC-6.4,Option 2 - Internship,Add Skill via Internship Category,P0 - Critical,Add Skill page open. Student has Internship record,1,Click on 'Internship' category (Option 2),Internship section expands. One checkbox displayed,Skill-Category = Internship,Positive
TC-6.4,Option 2 - Internship,Add Skill via Internship Category,P0 - Critical,Add Skill page open. Student has Internship record,2,Select the checkbox,Checkbox checked. Internship skills picked for eligibility,N/A,Positive
TC-6.4,Option 2 - Internship,Add Skill via Internship Category,P0 - Critical,Add Skill page open. Student has Internship record,3,Click 'Add' button,'Added Successfully' label displayed,N/A,Positive
TC-6.5,Option 3 - Work Experience,Add Skill via Work Experience Category,P0 - Critical,Add Skill page open. Student has Work Exp record,1,Click on 'Work Experience' category (Option 3),Work Experience section expands. One checkbox displayed,Skill-Category = Work Experience,Positive
TC-6.5,Option 3 - Work Experience,Add Skill via Work Experience Category,P0 - Critical,Add Skill page open. Student has Work Exp record,2,Select the checkbox,Checkbox checked. Work experience skills picked for eligibility,N/A,Positive
TC-6.5,Option 3 - Work Experience,Add Skill via Work Experience Category,P0 - Critical,Add Skill page open. Student has Work Exp record,3,Click 'Add' button,'Added Successfully' label displayed,N/A,Positive
TC-6.6,Option 4 - Training Course,Add Skill via Training Course Category,P0 - Critical,Add Skill page open. Student has Training record,1,Click on 'Training Course' category (Option 4),Training Course section expands. One checkbox displayed,Skill-Category = Training Course,Positive
TC-6.6,Option 4 - Training Course,Add Skill via Training Course Category,P0 - Critical,Add Skill page open. Student has Training record,2,Select the checkbox,Checkbox checked. Training course skills picked for eligibility,N/A,Positive
TC-6.6,Option 4 - Training Course,Add Skill via Training Course Category,P0 - Critical,Add Skill page open. Student has Training record,3,Click 'Add' button,'Added Successfully' label displayed,N/A,Positive
TC-6.7,Option 5 - Project,Add Skill via Project Category,P0 - Critical,Add Skill page open. Student has Project record,1,Click on 'Project' category (Option 5),Project section expands. One checkbox displayed,Skill-Category = Project,Positive
TC-6.7,Option 5 - Project,Add Skill via Project Category,P0 - Critical,Add Skill page open. Student has Project record,2,Select the checkbox,Checkbox checked. Project skills picked for eligibility,N/A,Positive
TC-6.7,Option 5 - Project,Add Skill via Project Category,P0 - Critical,Add Skill page open. Student has Project record,3,Click 'Add' button,'Added Successfully' label displayed,N/A,Positive
TC-7.1,Option 6 - Add Academics,Add New Education Entry via Add Academics,P0 - Critical,Add Skill page open. No existing education entry,1,Verify 5 Additional Skill Input options visible below categories,Add Academics - Add Project - Add Internship - Add Certification - Add Work Experience visible,N/A,Positive
TC-7.1,Option 6 - Add Academics,Add New Education Entry via Add Academics,P0 - Critical,Add Skill page open. No existing education entry,2,Click on 'Add Academics' (Option 6),Education page opens with 10th/12th standard fields (Ant Design dropdowns),N/A,Positive
TC-7.1,Option 6 - Add Academics,Add New Education Entry via Add Academics,P0 - Critical,Add Skill page open. No existing education entry,3,Fill required education fields and save,Entry saved. User returned to Add Skill page,N/A,Positive
TC-7.1,Option 6 - Add Academics,Add New Education Entry via Add Academics,P0 - Critical,Add Skill page open. No existing education entry,4,Verify new entry appears under Academics category,New entry available with checkbox for selection,N/A,Positive
TC-7.1,Option 6 - Add Academics,Add New Education Entry via Add Academics,P0 - Critical,Add Skill page open. No existing education entry,5,Select new entry checkbox and click 'Add','Added Successfully' label displayed,N/A,Positive
TC-7.2,Option 7 - Add Project,Add New Project Entry via Add Project,P0 - Critical,Add Skill page open. No existing project entry,1,Click on 'Add Project' (Option 7),Project page opens with Ant Design dropdown and text fields,N/A,Positive
TC-7.2,Option 7 - Add Project,Add New Project Entry via Add Project,P0 - Critical,Add Skill page open. No existing project entry,2,Fill required project fields and save,Entry saved. User returned to Add Skill page,N/A,Positive
TC-7.2,Option 7 - Add Project,Add New Project Entry via Add Project,P0 - Critical,Add Skill page open. No existing project entry,3,Select new entry checkbox under Project category and click 'Add','Added Successfully' label displayed,N/A,Positive
TC-7.3,Option 8 - Add Internship,Add New Internship Entry via Add Internship,P0 - Critical,Add Skill page open. No existing internship entry,1,Click on 'Add Internship' (Option 8),Internship page opens with Ant Design dropdown and text fields,N/A,Positive
TC-7.3,Option 8 - Add Internship,Add New Internship Entry via Add Internship,P0 - Critical,Add Skill page open. No existing internship entry,2,Fill required internship fields and save,Entry saved. User returned to Add Skill page,N/A,Positive
TC-7.3,Option 8 - Add Internship,Add New Internship Entry via Add Internship,P0 - Critical,Add Skill page open. No existing internship entry,3,Select new entry checkbox under Internship category and click 'Add','Added Successfully' label displayed,N/A,Positive
TC-7.4,Option 9 - Add Certification,Add New Certification Entry via Add Certification,P0 - Critical,Add Skill page open. No existing certification entry,1,Click on 'Add Certification' (Option 9),Certification page opens with Ant Design dropdown and text fields,N/A,Positive
TC-7.4,Option 9 - Add Certification,Add New Certification Entry via Add Certification,P0 - Critical,Add Skill page open. No existing certification entry,2,Fill required certification fields and save,Entry saved. User returned to Add Skill page,N/A,Positive
TC-7.4,Option 9 - Add Certification,Add New Certification Entry via Add Certification,P0 - Critical,Add Skill page open. No existing certification entry,3,Select new entry checkbox under Training Course category and click 'Add','Added Successfully' label displayed,N/A,Positive
TC-7.5,Option 10 - Add Work Exp,Add New Work Experience Entry via Add Work Experience,P0 - Critical,Add Skill page open. No existing work exp entry,1,Click on 'Add Work Experience' (Option 10),Work Experience page opens with Ant Design form fields,N/A,Positive
TC-7.5,Option 10 - Add Work Exp,Add New Work Experience Entry via Add Work Experience,P0 - Critical,Add Skill page open. No existing work exp entry,2,Fill required fields (role - company - duration - skills),All fields filled using Ant Design dropdowns and text fields,N/A,Positive
TC-7.5,Option 10 - Add Work Exp,Add New Work Experience Entry via Add Work Experience,P0 - Critical,Add Skill page open. No existing work exp entry,3,Select the checkbox displayed in the form,Checkbox checked to confirm the entry,N/A,Positive
TC-7.5,Option 10 - Add Work Exp,Add New Work Experience Entry via Add Work Experience,P0 - Critical,Add Skill page open. No existing work exp entry,4,Save the entry,Entry saved. User returned to Add Skill page,N/A,Positive
TC-7.5,Option 10 - Add Work Exp,Add New Work Experience Entry via Add Work Experience,P0 - Critical,Add Skill page open. No existing work exp entry,5,Select new entry checkbox under Work Experience and click 'Add','Added Successfully' label displayed,N/A,Positive
TC-8.1,Role Page (Post Eligibility),Apply for Role After Eligibility Met,P0 - Critical,User back on Role page after eligibility update,1,Verify user is back on Role page,Role card visible. 'Apply' button enabled,N/A,Positive
TC-8.1,Role Page (Post Eligibility),Apply for Role After Eligibility Met,P0 - Critical,User back on Role page after eligibility update,2,Click on the 'Apply' button,Upload Resume page/modal opens,N/A,Positive
TC-9.1,Upload Resume,Upload Resume and Complete Application,P0 - Critical,Upload Resume page/modal open,1,Verify Upload Resume page/modal is displayed,'Upload Resume' button or file input area is visible,N/A,Positive
TC-9.1,Upload Resume,Upload Resume and Complete Application,P0 - Critical,Upload Resume page/modal open,2,Click on 'Upload Resume' button,File picker dialog opens. User selects a resume file,Resume-File-Path,Positive
TC-9.1,Upload Resume,Upload Resume and Complete Application,P0 - Critical,Upload Resume page/modal open,3,Upload the resume file (PDF/DOC/DOCX),File uploaded. Progress indicator or file name shown. File accepted,Resume-File-Path,Positive
TC-9.1,Upload Resume,Upload Resume and Complete Application,P0 - Critical,Upload Resume page/modal open,4,Click on the 'Apply' button,Application submitted. Green 'Applied Successfully' label displayed,N/A,Positive
TC-9.1,Upload Resume,Upload Resume and Complete Application,P0 - Critical,Upload Resume page/modal open,5,Verify 'Applied Successfully' green label is visible,Label 'Applied Successfully' present in green color,N/A,Positive
TC-9.1,Upload Resume,Upload Resume and Complete Application,P0 - Critical,Upload Resume page/modal open,6,Click on the 'Close' button,Modal closes. User returned to Roles/Applied Roles page,N/A,Positive
TC-10.1,E2E Flow,E2E via Skill Category (Work Experience - Option 3),P0 - Critical,Valid student account with Work Experience entry,1,Login with valid credentials (TC-1.1),Dashboard loaded,Student-Email-ID / Student-PassWord,E2E
TC-10.1,E2E Flow,E2E via Skill Category (Work Experience - Option 3),P0 - Critical,Valid student account with Work Experience entry,2,Navigate to Roles page (TC-2.2),Roles page loaded,N/A,E2E
TC-10.1,E2E Flow,E2E via Skill Category (Work Experience - Option 3),P0 - Critical,Valid student account with Work Experience entry,3,Search role + Check Eligibility (TC-3.1 + TC-3.2),Eligibility page opens,Role-Name,E2E
TC-10.1,E2E Flow,E2E via Skill Category (Work Experience - Option 3),P0 - Critical,Valid student account with Work Experience entry,4,Choose Option 3: Work Experience. Select checkbox. Click Add.,'Added Successfully' verified,Skill-Category = Work Experience,E2E
TC-10.1,E2E Flow,E2E via Skill Category (Work Experience - Option 3),P0 - Critical,Valid student account with Work Experience entry,5,Update & Apply + Apply for role,Upload Resume page opens,N/A,E2E
TC-10.1,E2E Flow,E2E via Skill Category (Work Experience - Option 3),P0 - Critical,Valid student account with Work Experience entry,6,Upload resume + Submit (TC-9.1),'Applied Successfully' green label verified,Resume-File-Path,E2E
TC-10.2,E2E Flow,E2E via Additional Input (Add Work Experience - Option 10),P0 - Critical,Valid student account with no Work Experience,1,Login + Navigate to Roles + Search + Check Eligibility + Open Add Skill,Add Skill page opens,Student-Email-ID / Student-PassWord / Role-Name,E2E
TC-10.2,E2E Flow,E2E via Additional Input (Add Work Experience - Option 10),P0 - Critical,Valid student account with no Work Experience,2,Choose Option 10: Add Work Experience. Fill form. Save.,New entry created. Returned to Add Skill page,N/A,E2E
TC-10.2,E2E Flow,E2E via Additional Input (Add Work Experience - Option 10),P0 - Critical,Valid student account with no Work Experience,3,Select new entry checkbox. Click Add.,'Added Successfully' verified,Skill-Category = Work Experience,E2E
TC-10.2,E2E Flow,E2E via Additional Input (Add Work Experience - Option 10),P0 - Critical,Valid student account with no Work Experience,4,Update & Apply + Apply + Upload Resume + Submit,'Applied Successfully' green label verified,Resume-File-Path,E2E
TC-11.1,UI & Non-Functional,Dashboard Load Time After Login,P1 - High,User logged in,1,Observe time from login to Dashboard visible,Dashboard visible within 15 seconds,N/A,Performance
TC-11.2,UI & Non-Functional,Side Menu Highlight Active Page,P1 - High,User on any page,1,Click a side menu item and verify highlight,'Roles' highlighted on Roles page. 'Dashboard' highlighted on Dashboard,N/A,Positive
TC-11.3,UI & Non-Functional,Role Search Filters Results Dynamically,P1 - High,User on Roles page,1,Type partial role name in search bar,Search results update dynamically to show matching roles,Role-Name,Positive
TC-11.4,UI & Non-Functional,All 10 Options Visible on Add Skill Page,P1 - High,Add Skill page open,1,Verify both sections are displayed,5 skill categories (top) + 5 additional inputs (bottom) = 10 options total visible,N/A,Positive
TC-11.5,UI & Non-Functional,Skill Category Expand/Collapse Behavior,P1 - High,Add Skill page open,1,Click each skill category and verify checkboxes,Academics: 2 checkboxes (10th + 12th). Others: 1 checkbox each,N/A,Positive
TC-11.6,UI & Non-Functional,Ant Design Dropdowns Searchable on Add Pages,P1 - High,Any Additional Skill Input page open,1,Click an Ant Design dropdown and type partial text,Dropdown filters and shows matching options,N/A,Positive
TC-11.7,UI & Non-Functional,Application Visible in Applied Roles,P1 - High,Application submitted successfully,1,Click 'Applied Roles' from side menu,Applied Roles page loads. Previously applied role is listed,N/A,Positive
