TC ID,Module,Test Case Title,Priority,Precondition,Step No,Step Description,Expected Result,Test Data (Excel Column),Type
TC-6.4,Education - Diploma,CGPA Exceeds Scale Value,P1 - High,Diploma path selected,1,Select Mark Type = CGPA. Enter CGPA Scale = 10. Enter CGPA = 11,CGPA value exceeds scale,N/A,Negative
TC-6.4,Education - Diploma,CGPA Exceeds Scale Value,P1 - High,Diploma path selected,2,Click Update button,Error: 'CGPA cannot exceed scale value'. Update blocked,N/A,Negative
TC-7.2,Internship,Internship End Date Before Start Date,P1 - High,Internship form open,1,Select Start Date = Jun 2023. Select End Date = Jan 2023,Dates selected,N/A,Negative
TC-7.2,Internship,Internship End Date Before Start Date,P1 - High,Internship form open,2,Click Update button,Error: 'End date must be after start date'. Update blocked,N/A,Negative
TC-7.3,Internship,Internship Without Skills,P1 - High,Internship form open,1,Fill all fields except Skills (leave Skills empty),Fields filled but no skill selected,N/A,Negative
TC-7.3,Internship,Internship Without Skills,P1 - High,Internship form open,2,Click Update button,Error: 'Select at least one skill'. Update blocked,N/A,Negative
TC-8.2,Certificate,Certificate Without Skills,P1 - High,Certificate form open,1,Fill all fields except Skills,Fields filled but no skill,N/A,Negative
TC-8.2,Certificate,Certificate Without Skills,P1 - High,Certificate form open,2,Click Submit button,Error: 'Select at least one skill'. Submit blocked,N/A,Negative
TC-9.2,Project,Project Without Skills,P1 - High,Project form open,1,Fill all fields except Skills,Fields filled but no skill,N/A,Negative
TC-9.2,Project,Project Without Skills,P1 - High,Project form open,2,Click Submit button,Error: 'Select at least one skill'. Submit blocked,N/A,Negative
TC-10.2,Work Experience,Work Experience End Date Before Start Date,P1 - High,Work Experience form open,1,Select Start Date = Jan 2024. Select End Date = Jun 2023,Dates selected,N/A,Negative
TC-10.2,Work Experience,Work Experience End Date Before Start Date,P1 - High,Work Experience form open,2,Click Submit button,Error: 'End date must be after start date'. Submit blocked,N/A,Negative
TC-10.3,Work Experience,Work Experience Without Skills,P1 - High,Work Experience form open,1,Fill all fields except Skills,Fields filled but no skill,N/A,Negative
TC-10.3,Work Experience,Work Experience Without Skills,P1 - High,Work Experience form open,2,Click Submit button,Error: 'Select at least one skill'. Submit blocked,N/A,Negative
TC-12.5,UI & Non-Functional,Error Recovery - Page Load Failure,P2 - Medium,Network unstable,1,Simulate slow network. Attempt login and navigation,System retries with timeout. Screenshot captured on failure,N/A,Negative
